Restaurant,Month,Week No.,Day,Date,Review Title/URL,Review,Rating Score,Rating,Responded?,"Response 
Date","Days between 
response"
Spago,September,Week 36,Thursday,1/9/2016,"""Wow, a hundred times, wow!!!!""","Wow, well where to begin with this place. Located at the very top of the Marina Bay Sands Hotel, this place has some serious aesthetic factors going for it! Beautifully designed, overlooking the infinity pool and with panoramic views of the city looking quite like a circuit board at night. We had some fantastic cocktails and enjoyed a selection of ?tapas? like dishes from their evening menu especially the laksa rolls! Yum! It is expensive even for a place like Singapore BUT it really is worth every dollar spent because you get the fantastic view, great service (we had a round of cocktails on the house too!) and especially good food. The best we had whilst in Singapore.",5-May,Excellent,No,,
Spago,September,Week 36,Thursday,1/9/2016,"""Mein besstes steak""","My besstes steak, totally nice people here use totally accommodating great recommendations, brilliant location, I'll definitely be back",5-May,Excellent,No,,
Bread Street Kitchen,September,Week 36,Friday,2/9/2016,"""Not sure why it's fully booked?""","
Busted Bread Street Kitchen on a trip back to Singapore.
Not sure what the theme of the restaurant is? Food was average. Pork belly was too salty. Fish batter was tasteless.
Service was ok.
Honestly not sure why it is fully booked other than the name.
",3-May,Average,Yes,6/9/2016,4
Bread Street Kitchen,September,Week 36,Friday,2/9/2016,"""Alucinante""","The rest of the chef Ramsey is divine, a super comfortable atmosphere and tasty food, I recommend it, and if they share is not as expensive, of course do not forget that Singapure is expensive",5-May,Excellent,Yes,6/9/2016,4
DB Bistro & Oyster Bar,September,Week 36,Friday,2/9/2016,"""Amazing Service, Awesome Food!""","My girlfriend and I visited DB Bistro for a walk-in early dinner. We were immediately impressed with the friendly welcome and the casual chat as we were led to our table. As we were introduced to the menu, the very friendly, accommodating, and menu knowledgeable lady Mira took very good care of us from start to end. As it was our first time in the bistro, we requested for food recommendations which Mira happily advised; and advised well she did! We ordered the Tagliolini and the Mediterranean Seabass, and both were amazing. The bread basket before that with the served herbed butter is great! We also had a few other small things and all were awesome; especially accompanied by the great service from lady Mira. Our experience was that good that we actually came back the next day for their lunch menu :-). Thank you again for the wonderful meal and overall experience.",5-May,Excellent,Yes,2/9/2016,0
Rise,September,Week 36,Friday,2/9/2016,"""eat anything, everything""","The spread was generous. From cold starters to fresh seafood and even piping hot and spicy local delights. And please, save room for the dessert which is a very stunning range of cream and chocolates. This is one buffet restaurant you must plant yourself at (while hunting for pokemons at MBS). If you're a Sands Rewards card member, even better, cos from Monday-Thursday you can get 30% discount, which helps a lot cos this buffet is not cheap. But for the price, you can prepare for feast including cold crabs, fresh oysters, the most tender vietnamese beef, softly steamed sea bass, even cheese that you didn't think exist. Yes this is a wide range of food to put into your body. The service is more than adequate. In fact, they aim to spoil you. They even offer newspapers (from several countries) so that you can read about the world while you dine. Spend time there. It runs from 6pm to 10.30pm (buffet dinner) so you have lots of time to recover from the binge... then continue again. Start slow, let it ride the evening away. Trust me, this is one epicurean adventure you must attempt.",5-May,Excellent,No,,
Rise,September,Week 36,Friday,2/9/2016,"""questo ä il bello""","even if you do not stay at trigrattacielo you can still get on the inside, must see",4-May,Very Good,No,,
Sky on 57,September,Week 36,Friday,2/9/2016,"""Birthday Celebration""","I decided to choose this place to celebrate birthday on 14 of August. Thank you for making the day special with your little surprise. The place, drink and food was excellent. staff also very helpful. Special thanks to Jerse who took care of me since the first time I made the reservation. Definitely will come back",5-May,Excellent,No,,
Sky on 57,September,Week 36,Friday,2/9/2016,"""Great anniversary dinner""",Superb atmosphere . The staff were great in every way . The food scrumptious and unique in its own way .Thanks for making our anniversary extra special .,5-May,Excellent,No,,
Sky on 57,September,Week 36,Friday,2/9/2016,"""Only had a drink""","The views from the 57 floor were outstanding even in the smog. Our waitress was fantastic and attentive even though we only sopped for 1 drink. It was such a pity that we could not have a drink on the terrace, it was closed due to the smog, however we were welcome to walk around. Exquisite.",5-May,Excellent,No,,
Sky on 57,September,Week 36,Friday,2/9/2016,"""Evening meal to celebrate my parents 50th Wedding Anniversary""","This is an excellent restaurant, with great food and suitable for any special occasion. I arranged a surprise evening meal (along with a stay at the hotel) for my parents for their 50th wedding anniversary. I think because of the special occasion we were sat at a window seat and enjoyed the magnificent view. The staff at the restaurant were impeccable, efficient and explained the specifics of the menu with precision. I orders the whole main lobster, my partner had the roasted crackling suckling pig, my mother had the wild mushroom risotto and farther had dry aged grass fed beef. All thoroughly enjoyed. We ended the evening sitting on the terrace, enjoying drinks while watching the light show over the bay. It was a memorable evening for all.",5-May,Excellent,No,,
Spago,September,Week 36,Friday,2/9/2016,"""If it's not the food, then it's the view.""","Seriously classy, yet accessible. This is a restaurant you'd like to be at when you arrive in heaven. Best if you visit on a cool evening, since you won't want a thunderstorm to spoil your almost perfect view of the city and the bay. The servers are so attentive and you feel like a very important person, as they aim to make you feel like one (so that perhaps you can visit again). The food is great. Clean and fresh. Not gimmicky (since they are on the top of the hotel and I'm sure many would just try to get in for a coffee just to adore the view). The food is serious. Seriously stylish and plated with the greatest sense of artistic. You must eat here, at least once. Before you go to heaven.",5-May,Excellent,No,,
Spago,September,Week 36,Friday,2/9/2016,"""Post Birthday Lunch""",The ambience of the surrounding is very relax and comfortable. We enjoy the food very much and the Laska spring roll leave the strongest impression for us and the steam Norwegian Salmon. We are definitely going back again.,5-May,Excellent,No,,
Spago,September,Week 36,Friday,2/9/2016,"""Superbly surprised! Thank you!""",It was superb! Brought my boss to celebrate his birthday here yesterday. They gave him a card with wishes signed by each of the wonderful staff @Spago.. Food was great! I loved the gnocchi surprisingly and it was 100x better than anywhere I have eaten. The dessert (chocolate and frozen banana) was excellent! Thank you for making the celebration extra special! Keep up with the great service! Vivien,5-May,Excellent,No,,
Bread Street Kitchen,September,Week 36,Saturday,3/9/2016,"""Nothing special ""","
Ok, nothing special, but full of people. Well located. Service quite good. Food all in all mediocre, burgers not even that. Good wine list if you specially remember ask for it. Noisy inside. Uncomfortable and narrow tables, beware not to hit your legs to the iron bar underneath the tables.
",3-May,Average,Yes,7/9/2016,4
CUT,September,Week 36,Saturday,3/9/2016,"""Un peu surfait""","trendy decor line with Marina Bay but quite cold. relatively anonymous service. Very good meat overpriced but if you have enjoyed a Kobe Beef in Tokyo, do not expect the same level",3-May,Average,No,,
Rise,September,Week 36,Saturday,3/9/2016,"""Awesome Birthday Celebration""","They situated our sit near the biffet spread and it was awesome. Spacing in-between tables were ample and you can still enjoy private conversations between tables. Food was ok. Not so much of selections but it covers mainly the basic buffet spread. They serve local and international cuisine. Dessert was good, not much though. Hot dishes were delicious. Overall it was awesome. Pricey but worth it.",4-May,Very Good,No,,
Spago,September,Week 36,Saturday,3/9/2016,"""exotic, tasty and delicious food, great service and cool venue""","Probably one of the best restaurants in Marina Bay Sands (MBS). Excellent service, inventive and tasty food, lovely wine selection and great location. They even exchanged my vague ?free MBS champagne? for the champagne I chose rather than the house one I was supposed to have. They could have spoilt the night but they choose the higher ground (the voucher creative/T&C?s were not clear) which showed they valued my service. I would be delighted to return as the food was exotic and delicious.",5-May,Excellent,No,,
Waku Ghin,September,Week 36,Saturday,3/9/2016,"""disappointing""","What?s all the fuss about? Nothing special. In fact for these prices (one of the most expensive restaurants in Singapore) it was profoundly disappointing. They appeared to be doing things to win them Michelin stars and to impress rather than make interesting and tasty food and be sincere. There wasn?t a single dish which stood out on my fish/meat menu and the person I was with's vegetarian one. There are better Japanese restaurants at Pan Pacific and even Kinki beats it. Not worth the money, wine was exceedingly overpriced even for Singapore and the whole experience wasn?t especially enjoyable. Felt forced and insincere.",1-May,Terrible,No,,
Bread Street Kitchen,September,Week 36,Sunday,4/9/2016,"""Best service ever.""","
Had to give bread st a 5/5 purely because the wait staff were amazing! Honestly the best service ive had. The food was great, but not amazing.
",5-May,Excellent,Yes,7/9/2016,3
CUT,September,Week 36,Sunday,4/9/2016,"""The steaks were the best we've ever had""","
Fantastic food, a must for any meat lover! The service is very friendly and accommodating, steaks were absolutely perfect - unfortunately the wines are on the expensive side.
",5-May,Excellent,No,,
Sky on 57,September,Week 36,Sunday,4/9/2016,"""Amazing Views, Great Food""",Had a great lunch and a cold beer at the restaurant. Filipino bar man was very helpful. Curry chicken with Indian bread was spot on. The day time views are unbeatable as well.,5-May,Excellent,No,,
Sky on 57,September,Week 36,Sunday,4/9/2016,"""Cocktails in luftiger Hîhe !""","Who wants to visit the Marina Bay Sands on top, is well advised, this evening in the ""Sky on 57"" - do bar. Although the cocktails are not cheap, but the view from the 57th floor over the harbor and the city are worth. The price performance ratio is unbeatable compared to the observation decks also on the 57th level. There you pay 22 SGD (about 14 euros) just to start up there. Because it makes more sense to spend 20 euros for a Singapore Sling (Entrance fees are not covered in the bar on)!",5-May,Excellent,No,,
Bread Street Kitchen,September,Week 37,Monday,5/9/2016,"""Excellent location for an expresso on the bench top watching the crowd""","First impression was negative as nobody acknowledged my entering the premises staff talking to each other About to leave, someone came to me and tried to recoup the bad start He did as i got after that proper friendly and efficient service, although I only ordered an expresso Coffee was very well executed, water service too. Cup design was good taste. Price tag 1 expresso SGD 6 + 10% svc charge + 7 % GST = SGD 7,06 A little pricey but worth it especially if you don't go to Singapore every day :) I will be back, thank you !",5-May,Excellent,Yes,7/9/2016,2
db Bistro & Oyster Bar,September,Week 37,Monday,5/9/2016,"""Ottima carne""","Taken by the desire of the flesh, we stopped at this place (definitely seen the location not cheap) that offered different types of meat. We opted for a classic steak, cooked really well and very tender; all served with fries and different sauces. efficient and discreet staff.",4-May,Very Good,No,,
Osteria Mozza,September,Week 37,Monday,5/9/2016,"""Dinner""","Had birthday celebration dinner on 3/9/2016. Initially was not up to mark . They served bread without giving any dips . Waiter did not seem to be attentive when requesting for bread n dips . We waited for awhile before they serve us . But as the dinner got along , it was fine without much issue . The birthday cake was served on the wrong person despite telling the waiter in advance . Food quality is about average . For the price we paid , i think they other better options",2-May,Poor,No,,
Osteria Mozza,September,Week 37,Monday,5/9/2016,"""Ottima atmosfera... Prezzi alti""","In the marina bay shopping center ... In the middle floor at the event plaza is located this restaurant with unicoa entry and single desk but two restaurants. Pizzeria and osteria (tavern that is not). The pizzeria was full ... We have therefore opted for the tavern. Appetizer courtesy .. An appetizer of cured meats and fried dumplings (a portion is for two people) un'amatriciana (the sauce was a bit 'stuck to the pan and tasted of burned), a plate of cavatelli with meat sauce, a piece of torta della nonna (it's actually a cheesecakes) a bottle of water and half a liter of wine. $ 200. I understand that you pay for the atmosphere but also the price compared to a good dinner but sena glory seems to me excessive. Cute waiter who lived in Como for 9 years. It pushes you to the generous tip. All in all good food ... Cake apart ... Unfortunately revisited by the lack of ingredients. Overall it deserves 4 stars.",4-May,Very Good,No,,
Pizzeria Mozza,September,Week 37,Monday,5/9/2016,"""Molta delusione""","Assuming that mango almost everything and I adapt to all kitchens, after days of Asian food we have to eat with my sister at this restaurant / Italian pizzeria. The restaurant is divided into a tavern and pizzeria; of course the pizza was to cu on were more people so we had to wait for their call (take the phone number and call you when your table is ready). We got two pizzas; the dough at the end was passable, but the dressing was too, too, too. The pizza was topped by my sister and my rocket full of mushrooms. In short, two pizzas and two pepsi ? 64.",2-May,Poor,No,,
Sky on 57,September,Week 37,Monday,5/9/2016,"""Wonderful view , worth visiting.""","Sky on 57 , situated on the 57th floor of Marinabaysands hotel. Lift was fast up there. Dress up nicely to get in there,no short or slippers. I got a standing table outside the bar, so I could see the top of Singapore at night time. It's wonderful time. Drink was good , with a free small cup of mix peanut. Price wasn't too bad, really worth to visit.",5-May,Excellent,No,,
Sky on 57,September,Week 37,Monday,5/9/2016,"""La cena pió bella ""","On 8 August, I celebrated my wedding anniversary with a wonderful dinner at the Sky Restaurant on 57 and I will remember for a lifetime. We arrive early and accommodated us to the sky bar to enjoy an excellent Singapore Sling in the beautiful setting of the illuminated bay with super Trees lights and headlights that project phantasmagoric images on the water. We chose the surprise menu with wine tasting and choice was never more apt. You start with caviar and champagne to go with black truffles, lobster, filet di.manzo .every reach a eccezionale.alla wine order an anniversary cake and another house. A good espresso and wonderful memories of this beautiful serata.per special occasion it is worth it. Thanks al.mitico Justin for his skill and his talent. Boccuzzi Giovanna",5-May,Excellent,No,,
Spago,September,Week 37,Monday,5/9/2016,"""Sul tetto del marina """,Great bar on the hotel roof with city views / great bay. Prices high but good atmosphere for evening relaxation to the oppressive sultriness shelter in the city. Cool breezes and cocktails on board the Infinity pool. Prices inevitably higher things,5-May,Excellent,No,,
CUT,September,Week 37,Monday,5/9/2016,"""After Cut US see u in Cut Sing!""","
Betond expectations!!! Celebrity dining!!! Fabulous ambiance! Incredible decor! fantastic beyond wors service & staff!!! Awsome coctails!!! As far as the steaks..????? As soft as a mashmallow!!! Soooooo bloody yummy....not only tastewise but also the presentation.... One of the worldwide celeb awarded restaurants in the world you cannot miss..... Singapore rocks with cut!!!?üëå?",5-May,Excellent,No,,
Rise,September,Week 37,Monday,5/9/2016,"""Colazione e dopo cena""","On the ground floor between the first and the second tower there are two zones, and a raised circular and a flat. Are the two islands of the restaurant Rise of the marina bay. We did not have dinner or lunch ... but they offer both services, respectively, to 45, or $ 75 per person (plus of course the usual high fees). We have made a short stop just arrived with two cappuccinos and a treat in the raised area at 20 euro total ... An after dinner in the same area with a Guinness, two cakes (small but fabulous) and a glass of wine at $ 64 and then we opted for breakfast the marina bay in the flat area that starts at 6am and ends at 12 ... the cost is high at 33 Euros plus taxes head (eventually clear $ 100 for two) but the variety is to lose orientation ... Definitely an experience to try at least once ... See the pictures for yourself. I can not give 5 stars only for the price ... But you pay for expensive in Singapore.",4-May,Very Good,No,,
Bread Street Kitchen,September,Week 37,Tuesday,6/9/2016,"""the west in the east""","I went there, with low expectations, because of all the publicity around Gordon Ramsey but I stayed because of the quality of the food. The service is oriental style. Delicate and with a lot of attentions and we begin by sharing different starters. They were very nice indeed. But the best part was the mixed grilled with a variety of different meats. All of them perfectly cooked. The restaurant has nice and rich wine list. The prices are not very high except if you like to drink.",4-May,Very Good,Yes,8/9/2016,2
Bread Street Kitchen,September,Week 37,Tuesday,6/9/2016,"""The Sunday roast is amazing""","
Fun restaurant with great staff and vibe. I loved this busy restaurant with buckets of character.
Get upstairs and you'll see the thousands of Pokemon players going back and forth like Zombies on the promenade.
",5-May,Excellent,Yes,8/9/2016,2
CUT,September,Week 37,Tuesday,6/9/2016,"""Indulge yourself!!!""","
Apart from the very chic interior, the steak is truly to die for!!! It's tender, cooked to perfection & massive!!! Yummy!!!
",4-May,Very Good,No,,
Spago,September,Week 37,Tuesday,6/9/2016,"""A decent watering hole""",We visited Spago on a weekday afternoon. We were there as we want to check out the Infinity Pool at the Marina Bay Sands Hotel. Might as well have an afternoon beer. Forget the air condition and embrace the Singapore's humid weather at this joint. I think the weather made the beer so much more enjoyable. We spent the next hour chillaxing with our ice cold beer.,4-May,Very Good,No,,
Sky on 57,September,Week 37,Tuesday,6/9/2016,"""Sky Park""",Sand alone is just really nice infinity pool makes the hotel an attractive 3 horizontally across the sky tower settled on the idea of ??the park was pretty good also very pleasant service,5-May,Excellent,No,,
Bread Street Kitchen,September,Week 37,Wednesday,7/9/2016,"""Simply exquisite""","
I visited the restaurant on 28th of August for dinner. Ambiance, customer service, attitudes were awesome. Food tasted really nice too. Onion rings were sweet nice juicy, The portion on the platter was also good. Went with 4 Adults.
",4-May,Very Good,Yes,8/9/2016,1
Osteria Mozza,September,Week 37,Wednesday,7/9/2016,"""Does Mario know about this place?""","I`ve enjoyed many meals in Batali restaurants over the years and really appreciate and admire his ethic of letting the ingredients deliver the flavor but something is different here. Perhaps the chef has determined that the fresh ingredients need some help. He seems to be inspired by the use of salt. Shame, seems like the farms in this tropical climate here would produce some products with delicious flavors. All in all a disappointment in the flavor dept. Unless you really like salt. Let's talk about pricing. Does Mario know and condone that this Osteria offesr a glass of a decent, but not outstanding glass (small pour) of Montepulciano for 45 sing dollars. The wine by the glass price has risen over the years but $45 seems extraordinary. Batali has built his reputation on great and accessible food for all. This type of pricing eliminates most folks.",3-May,Average,No,,
CUT,September,Week 37,Thursday,8/9/2016,"""Beyond Our Expectations""","We recently visited this restaurant, and whilst expecting it would be good it far surpassed that we went straight into the steaks no starters (not necessary) we had Ribeye and a New York Strip - the Ribeye has to be one of the best I have ever had ( and trust me I have eaten loads !!) the NYS was up there to, so my advice would be to go in fairly hungry as you get absolutely loads of high quality food.",5-May,Excellent,No,,
CUT,September,Week 37,Thursday,8/9/2016,"""Expensive but worth it""","
The price is expensive but the food, the wine are totally worth it, Steak is delicious. the only thing is not that good is you have a book way in advanced or you will end up like me to have dinner around 10pm
",5-May,Excellent,No,,
CUT,September,Week 37,Thursday,8/9/2016,"""Wrong place if you're vegetarian.""","We love cows. Now only for milk and cheese, but also for their delicious meat. CUT has it done in so many ways, but what we want really is the meat. The chefs here really know what they're doing. I'm sure if we take a peep into the kitchen, you'll see the chefs singing to the steak cos they appear on our plates so happy and ready for us to eat. The price may be a bit out of the norm, but hey, this is one luxury meat lovers must experience, NOW.",5-May,Excellent,No,,
DB Bistro & Oyster Bar,September,Week 37,Thursday,8/9/2016,"""Cool haven, friendly helpful staff and good food""","
Though we really only had dessert and coffee here, it was excellent and staff were only too happy to have us. Food we saw on other tables looked fantastic. Would definitely go back to try more.
",4-May,Very Good,No,,
DB Bistro & Oyster Bar,September,Week 37,Thursday,8/9/2016,"""Intimate ""","
Not cheap but it's great for an intimate meal. We had the maine lobster roll, wild mushroom and tagliolini. Perfectly simple as it is. Fresh seafood, aldente, seasoned and plated...I got what I expected and truly satisfied. They've got those interesting cocktails too!
",5-May,Excellent,No,,
Pizzeria Mozza,September,Week 37,Thursday,8/9/2016,"""Probably the best pizza out of Italy.....""","We had to queue for a table, but only for 5 minutes. Well worth it. Service was fast and friendly. Wine kept in an ice bucket until we asked for it. Pizza was extraordinary; my fresh goats cheese, scrallions, bacon and garlic was, together with the most amazing airy crust, probably one of the best pizzas I have ever eaten, and I've had a few (thousand). Not cheap; 2 pizzas, 2 beers and a bottle of the cheapest house white came to ?194. Five stars other than the price, in our money, over a hundred quid for a couple of pizzas, good as they were, a couple of beers and some wine, is pushing it a bit.",4-May,Very Good,No,,
Pizzeria Mozza,September,Week 37,Thursday,8/9/2016,"""Very good pizza""","
Enjoyed very much the food and service. Really Italian style food and drinks. Worth the visit and the money
",5-May,Excellent,No,,
Pizzeria Mozza,September,Week 37,Thursday,8/9/2016,"""sad.""","Firstly, We have booked a table and we were there 30 minutes early. The waitress have check on the screen and look at me without giving me an instruction she knocks her head,walks away towards the sitting area, so I followed her behind. She told me off to wait at the counter... that was utterly rude. Secondly, I have ask to keep my friend's favourite cake foe her birthday which I have purchase and ask to been presented to my friend after dinner. The waitress told me they cant serve us the cake. Therefore, i suggested to her that could we even have the candle light up with the cake sitting in the box. ""She replied that you could only celebrate birthday with our dessert menu. "" I was really puzzled with this sentence. I didnt expect a italian resturant under the name of a hotel could give such a rule... People come to your hotel to celebrate at least some occasions or celebration. So what's the point of celebration if the birthday person do not get their favourite preference? After dinner, we also gotten our friend a roll of truffles chocolate in a metal box and when my friend was about to open the box the manager stop her and said there should be no outside food here. We were shocked and explained that it was her present (we are not eating the truffles chocolate there) and we didnt have the cake which you kept here at all. My birthday girl was disappointed. In all awkwardness, the manager came with an ice cream and a candle... We will just disappointed and can't wait to pay and leave this place....",1-May,Terrible,No,,
Rise,September,Week 37,Thursday,8/9/2016,"""Excellent service""","
This is the place for breakfast and daily food of the Hotel. Good food, excellent service and the food is ready on time.
Excellent breakfast also
",5-May,Excellent,No,,
Sky on 57,September,Week 37,Thursday,8/9/2016,"""Mmhh - ok ""","On a recent business trip to Singapore, 2 colleagues and I tried Sky on a whim for lunch. Firstly, we didn't have a booking, which was our fault. The greeter was helpful and said they were fully booked but could accommodate us at the bar. Only a limited selection of food options but we tried the beef and noodle recommendation, which was outstanding. Views from L57 were exceptional. However, we did notice that the restaurant was only half full and when I asked why we weren't seated at a table when there were so many empty options, we were told they were being kept for hotel patrons walking in or gaming guests. We likely would have spent a great deal more had we been at a table and I definitely would have given a tip. Suggest you try as a place for a drink rather than meal.....",3-May,Average,No,,
Spago,September,Week 37,Thursday,8/9/2016,"""Awesome!""","
Had the 8 course tasting menu. Every single dish was superb! The service was amazing. Catalin, especially, was knowledgable and attentive. The entire experiece was special, especially for our birthday celebration.
",5-May,Excellent,No,,
Spago,September,Week 37,Thursday,8/9/2016,"""Outstanding""","
Outstanding food, great atmosphere and exceptional service. This is our Second time visiting and will be back again..
",5-May,Excellent,No,,
Bread Street Kitchen,September,Week 37,Friday,9/9/2016,"""Excellent Afternoon experience ..""","We went to celebrate my Birthday Lunch ( it was on my itinerary To Do list for S?pore) Excellent location and fantastic food, we ordered Sunday Roast, Special Burger, Cod Fish and some Salad and Drinks.. The food is yummy and well presented. The staff is very friendly and the place has a great vibes. The afternoon turned out even more excited when they got me a surprise piece of pie with Happy Birthday written, the staff came and even sang for me.. ? (Thank you) / Please ensure to get upstairs as it has the Bay view and loads of Pokemon fans players going Zombies n banging into each other. A Sunday afternoon well spent..",4-May,Very Good,Yes,17/9/2016,8
Bread Street Kitchen,September,Week 37,Friday,9/9/2016,"""Will be back for more!""","Went with a few friends so we got to try a few items; my favourites include the Slow-Roasted Pork Belly (crispy!), and the well-seasoned Seared Scallops. Also, the signature Beef Wellington, (requires pre-order) is definitely a must-try! The Grilled Chicken was a little dry and under-seasoned though, so you might want to give it a miss. Had the Monkey Shoulder Cranachan Cheesecake for dessert which was absolutely satisfying. The ambience at BSK was relaxing & cozy, however if you?re someone who prefers your personal space like I do, it might be a slight turn-off as the seatings are packed quite close to one another. Perhaps the management might want to consider allocating more surrounding space per table. Overall, BSK met up to my expectations, where the food was delicious & value for money, and coupled together with decent service, will definitely recommend.",5-May,Excellent,Yes,17/9/2016,8
CUT,September,Week 37,Friday,9/9/2016,"""No Words Describe the restaurant..simply outstanding""","Being a Beef afficiando..couldnt have asked for a better place.pricey and expensive, well once a while to indulge is not bad. The breads, the cheesy sticks yes to start with kept offering and we kept eating was outstanding. The New york sirloin ordered medium to well done with the in-house steak sauce and fries portion cud have fed at least six people was simply outstanding Def a visit next time in Singapore",5-May,Excellent,No,,
Osteria Mozza,September,Week 37,Friday,9/9/2016,"""Excellent and genuine Italian restaurant!""","
This restaurant is simply super! I am Italian and this restaurant is hardly match even in Italy. It's expensive but worth it.
",5-May,Excellent,No,,
Sky on 57,September,Week 37,Friday,9/9/2016,"""5-star resaurant with awesome views""","
Fantastic birthday dinner experience. Pricey, but then you get what you pay for! Excellent Michelin level service from all staff. Special requests handled exactly as requested. Food awesome, but portions could have been larger. Best Singaporean restaurant I've ever experienced! Keep up the good work, your competition is way behind you!
",5-May,Excellent,No,,
Pizzeria Mozza,September,Week 37,Saturday,10/9/2016,"""Pig's ears""","
Yes, the pig's ears is always the 1st in my order list. Followed by cauliflower fritti and prosciutto di parma. End it with the lime cake and you're certainly in nirvana. Mozza is the go to if you miss Italy or probably before heading to the theatre. Book in advance so you won't be upset.
",5-May,Excellent,No,,
Bread Street Kitchen,September,Week 37,Sunday,11/9/2016,"""Wouldn't return. ""","
I definitely won't be going back to Bread Street anytime soon. The poor server had more tables than he could handle. The food was extremely slow. Also had to queue for 20-40 minutes with 10 empty tables. Way too over priced for the quality and service. I am extremely disappointed
",1-May,Terrible,Yes,18/9/2016,7
Bread Street Kitchen,September,Week 37,Sunday,11/9/2016,"""Lunch""","We stumbled upon this place for a late lunch after struggling to find anywhere that served (or understood) gluten free food. They have a gluten free menu which has a range of dishes, all fairly reasonably priced. They offered bread prior to us ordering drinks/our meal and provided gluten free bread. I had the burger which was nice although a little dry. The chips were good but a little dry again. Instead of a bun for the burger, they served 2 slices of gluten free bread which was a nice touch. We had some Pimms after lunch which was excellent (and attracted the 4 star rating, food alone was 3 star). The staff were friendly and attentive and it was a great atmosphere to sit and have a few drinks (perhaps similar to All Bar One in the UK).",4-May,Very Good,Yes,18/9/2016,7
Bread Street Kitchen,September,Week 37,Sunday,11/9/2016,"""Lovely service, average food.""","
We follow Gordon Ramsay's food shows and tried his SG restaurant. Service was excellent from reservation to seating.
We ordered our favourite dishes - Sunday Roast and Shepherd Pie. Food was good. No special twist or surprises though.
That must be his intent - we can cook like a celebrity Chef. We will eat at home then?ü",4-May,Very Good,Yes,18/9/2016,7
CUT,September,Week 37,Sunday,11/9/2016,"""Taste Sensation""",We booked here for dinner as part of our honeymoon and what a treat it was. Food was outstanding. The best steak we have ever had. You will never leave hungry!! Staff were pleasant and attentive to your ever need. We cannot fault them. Yes this restaurant is expensive but you et what you pay for and it was worth every single penny!,5-May,Excellent,No,,
DB Bistro & Oyster Bar,September,Week 37,Sunday,11/9/2016,"""Saturday night celebration dinner""","Despite the celebrity chef status, I'm sorry to say we were deeply disappointed... We booked this restaurant for a really special occasion and totally dressed for it but I can't help but be super sad that we had just walked into an American burger joint... Firstly, the ambience. Loud and the music was 80s and loud.. Next the food. The bread basket! The first indication of a great restaurant. We tried the focaccia but stopped there, didn't make you want a second for sure, even though we were famished.. Next, the wine list. Quite good but the glasses that came with it!? Thick water glasses, nothing to complement the french white we ordered and we had to make a conscious request (??) for a decent wine glass, a first for me in all the restaurants and in All the countries I've been to, though the request was promptly met. The seafood platter is really average, we could have gotten this in any restaurant..nothing to shout about other than the price. The remaining saving grace were the lobster roll and the DB burger, my conclusion is, this is an American joint, nothing savvy or worthy about to put top dollars into.. Won't be coming back, I can get my burger fixes in a dozen other places... I suggest you try Naked Finn for a great seafood crave instead.",2-May,Poor,Yes,13/9/2016,2
Sky on 57,September,Week 37,Sunday,11/9/2016,"""Outstanding service and food. View spectacular""",This is a real 5* restaurant with outstanding service and brilliant food with a great mix of Fusion Asian Cuisine and some standard favourites. The menu is extensive and there is a variety of fixed price menus to choose from if you want to experience some real treats. Wine selection is vast with the Chefs recommended selections being excellent. The degustation menu is a true delight and culinary experience that will leave you intoxicated with the variety of flavours. The service from the reception and guest liaison to the waiting staff is outstanding and every little detail is carefully taken care of. Nothing is to much trouble and they go out of their way to make you feel that your custom is valued. The view over Singapore from the 57th floor of the Sands hotel is spectacular and after the meal you can have coffee or a cocktail outside on the deck in the cool night air. Highly recommend this experience if you are looking for something special.,5-May,Excellent,No,,
Bread Street Kitchen,September,Week 38,Monday,12/9/2016,"""Not worth the money""","
I'm British and a big fan of modern British cooking. But I was not impressed by BSK. The cod seemed to come in a pool of brown mud. The shepherds pie was better, but 45 SGD for shepherds pie! Come on, Gordon's having a laugh....
",2-May,Poor,Yes,18/9/2016,6
Pizzeria Mozza,September,Week 38,Monday,12/9/2016,"""One of the best spot for pizzas in Singapore""","
Better to book a table . Pizzas and Italian tapas are very good . Service is usually fast and efficient . Not the most romantic place to eat , but food and ingredients good quality . We will definitely eat there again.
",5-May,Excellent,No,,
Pizzeria Mozza,September,Week 38,Monday,12/9/2016,"""Best pizzas in Singapore""","
A place to go back to and again and again and again. Great music from we were much younger, attentive staff, great wines and amazing pizzas. The little pizzas they give you as a starter are also always a success. This is a must go but you need a reservation.
",5-May,Excellent,No,,
Spago,September,Week 38,Monday,12/9/2016,"""Magical!""","Every single time I go I love it. It's the best bar in Singapore. Views to die for backed up with service and quality. So I don't mind paying a little more. I mean this is really a MILLION DOLLAR VIEW! From the Cashier Chene, to the Manager Mike and all the floor staff its always full of energy and a great buzz. This is the single best place to bring any out of town visitor for a drink and delicious snack at the bar in Singapore.",5-May,Excellent,No,,
Spago,September,Week 38,Monday,12/9/2016,"""An unforgettable wedding anniversary""","
A spectacular location, exceptional service (even received a personalised anniversary card from the staff), delicious food, amazing menu, (too hard to choose) and the presentation beautiful. A must for anyone in. Singapore.
",5-May,Excellent,No,,
